Price,Type,Method,CouncilArea,Rooms,Distance,Bathroom,Car,Lattitude,Longtitude,year,month,day
1710000,h,S,Boroondara City Council,3,9.2,1,3,-37.8556,145.0499,2017,3,18
1770000,h,SP,Boroondara City Council,3,9.2,1,3,-37.8503,145.0754,2017,3,18
1765000,h,S,Boroondara City Council,3,9.2,1,2,-37.8505,145.0852,2017,3,18
511000,u,S,Boroondara City Council,2,9.2,1,1,-37.8517,145.0459,2016,6,18
2000000,h,PI,Boroondara City Council,3,9.2,1,2,-37.8581,145.0685,2016,6,18
1600000,h,PI,Boroondara City Council,2,9.2,2,2,-37.858,145.0696,2016,6,18
1880000,h,S,Boroondara City Council,3,9.2,2,2,-37.8489,145.0711,2016,6,18
2352500,h,PI,Boroondara City Council,5,9.2,3,2,-37.859,145.0656,2016,11,19
3860000,h,S,Boroondara City Council,5,9.2,4,2,-37.8563,145.072,2016,11,19
2625000,h,PI,Boroondara City Council,4,9.2,3,2,-37.8538,145.0641,2016,11,19
856500,u,S,Boroondara City Council,2,9.2,1,1,-37.8566,145.0553,2016,11,19
1650000,h,PI,Boroondara City Council,5,9.2,2,2,-37.8572,145.0555,2016,5,22
600000,t,VB,Boroondara City Council,2,9.2,1,1,-37.8506,145.0465,2016,8,22
690000,u,S,Boroondara City Council,2,9.2,1,2,-37.863,145.0631,2016,9,24
1200000,t,VB,Boroondara City Council,3,9.2,2,2,-37.8628,145.0486,2016,9,24
3010000,h,S,Boroondara City Council,4,9.2,3,2,-37.8476,145.0554,2016,9,24
785000,u,S,Boroondara City Council,2,9.2,1,1,-37.8488,145.0573,2016,9,24
1950000,h,SP,Boroondara City Council,4,9.2,2,2,-37.8561,145.0934,2017,2,25
2200000,h,S,Boroondara City Council,3,9.2,1,2,-37.8553,145.0711,2017,2,25
1751000,h,S,Boroondara City Council,3,9.2,1,3,-37.8542,145.0733,2017,2,25
1857000,h,S,Boroondara City Council,4,9.2,2,3,-37.8536,145.0547,2017,2,25
375000,u,PI,Boroondara City Council,1,9.2,1,1,-37.8597,145.0571,2017,2,25
720000,u,VB,Boroondara City Council,2,9.2,1,2,-37.8468,145.0515,2017,2,25
1500000,h,S,Boroondara City Council,3,9.2,1,3,-37.8471,145.051,2017,2,25
2725000,h,S,Boroondara City Council,4,9.2,3,2,-37.8521,145.0657,2017,2,25
1723000,h,S,Boroondara City Council,2,9.2,1,1,-37.8464,145.0511,2016,7,26
529500,u,S,Boroondara City Council,2,9.2,1,1,-37.8572,145.0423,2016,7,26
2800000,h,S,Boroondara City Council,3,9.2,1,2,-37.8575,145.0554,2016,7,26
1665000,h,S,Boroondara City Council,3,9.2,1,2,-37.8538,145.0842,2016,6,27
600000,u,S,Boroondara City Council,2,9.2,1,1,-37.8555,145.0518,2016,6,27
1420000,h,S,Boroondara City Council,3,9.2,1,2,-37.8578,145.0919,2016,6,27
1550000,h,S,Boroondara City Council,3,9.2,2,2,-37.8531,145.086,2016,11,27
420000,u,VB,Boroondara City Council,1,9.2,1,1,-37.8592,145.0484,2016,11,27
1920000,h,S,Boroondara City Council,4,9.2,2,2,-37.8573,145.0904,2016,11,27
2100000,h,S,Boroondara City Council,5,9.2,3,2,-37.8478,145.0566,2016,11,27
2410000,h,PI,Boroondara City Council,5,9.2,2,2,-37.8515,145.0922,2016,11,27
2100000,h,PI,Boroondara City Council,4,9.2,2,2,-37.8516,145.061,2016,11,27
2950000,h,S,Boroondara City Council,4,9.2,2,2,-37.8509,145.0856,2016,11,27
390000,u,S,Boroondara City Council,2,9.2,1,1,-37.8497,145.0466,2016,5,28
3365000,h,S,Boroondara City Council,5,9.2,2,2,-37.8649,145.0547,2016,5,28
1390000,h,S,Boroondara City Council,4,9.2,2,3,-37.8578,145.068,2016,5,28
1802000,h,S,Boroondara City Council,4,9.2,3,2,-37.8523,145.0603,2016,5,28
1310000,h,S,Boroondara City Council,3,9.2,1,2,-37.8539,145.0702,2016,8,28
1931000,h,S,Boroondara City Council,3,9.2,2,2,-37.8547,145.0771,2016,8,28
2000000,h,PI,Boroondara City Council,4,9.2,2,4,-37.8583,145.0726,2016,8,28
1250000,h,S,Boroondara City Council,2,9.2,1,2,-37.8511,145.0428,2016,8,28
2400000,h,VB,Boroondara City Council,5,9.2,3,2,-37.8529,145.0806,2016,7,30
460000,u,PI,Boroondara City Council,2,9.2,1,1,-37.8578,145.0537,2016,7,30
610000,h,S,Moreland City Council,3,13,1,2,-37.6972,144.9431,2016,9,3
610000,h,S,Moreland City Council,3,13,1,3,-37.6979,144.9335,2016,12,3
555000,t,SP,Moreland City Council,3,13,2,2,-37.6969,144.9299,2016,12,3
500000,h,S,Moreland City Council,3,13,1,1,-37.7088,144.9356,2016,12,3
806500,h,S,Moreland City Council,3,13,1,2,-37.6988,144.9372,2016,12,3
1150000,h,PI,Moreland City Council,5,13,3,2,-37.7095,144.9253,2016,12,3
850000,h,PI,Moreland City Council,5,13,3,1,-37.7088,144.926,2017,3,4
550000,h,VB,Moreland City Council,4,13,2,1,-37.6964,144.9314,2017,3,4
822000,h,S,Moreland City Council,3,13,1,4,-37.6988,144.9438,2017,3,4
980000,h,SP,Moreland City Council,3,13,2,3,-37.7115,144.9147,2017,3,4
670000,h,S,Moreland City Council,3,13,1,1,-37.7062,144.9261,2016,8,6
430000,u,PI,Moreland City Council,2,13,1,1,-37.7072,144.9252,2016,8,6
852500,h,S,Moreland City Council,2,13,1,2,-37.7126,144.9122,2016,8,6
1025000,h,S,Moreland City Council,4,13,2,4,-37.712,144.9127,2016,8,6
540000,h,VB,Moreland City Council,2,13,1,1,-37.7082,144.9178,2016,5,7
530000,h,SP,Moreland City Council,2,13,1,2,-37.6978,144.9276,2016,11,7
721000,h,S,Moreland City Council,3,13,1,2,-37.7102,144.9362,2016,10,8
737000,h,S,Moreland City Council,3,13,1,4,-37.6986,144.9243,2016,10,8
575500,h,S,Moreland City Council,3,13,1,1,-37.6953,144.9397,2016,10,8
600000,h,S,Moreland City Council,3,13,1,2,-37.6999,144.9387,2016,10,8
460000,h,SP,Moreland City Council,3,13,2,2,-37.702,144.9507,2016,10,8
370000,t,PI,Moreland City Council,3,13,2,1,-37.6977,144.9149,2016,10,8
691000,h,S,Moreland City Council,3,13,1,2,-37.7065,144.9374,2016,9,10
500000,h,S,Moreland City Council,3,13,1,1,-37.6993,144.9393,2016,9,10
545000,t,S,Moreland City Council,3,13,2,1,-37.7112,144.9142,2016,9,10
670000,h,PI,Moreland City Council,3,13,1,4,-37.7007,144.9378,2016,12,10
572000,h,S,Moreland City Council,3,13,1,2,-37.6974,144.9326,2016,12,10
702000,h,S,Moreland City Council,4,13,1,4,-37.7104,144.9088,2016,12,10
730000,h,S,Moreland City Council,2,13,1,1,-37.706,144.9245,2016,12,10
711500,h,S,Moreland City Council,3,13,1,3,-37.7005,144.9185,2016,12,10
820000,h,VB,Moreland City Council,3,13,2,4,-37.708,144.9211,2016,12,10
810000,h,S,Moreland City Council,5,13,4,4,-37.7028,144.9377,2017,3,11
250000,u,SP,Moreland City Council,2,13,1,1,-37.711,144.9178,2016,11,12
460000,t,S,Moreland City Council,3,13,1,1,-37.7001,144.9291,2016,11,12
793000,h,S,Moreland City Council,3,13,1,2,-37.7,144.9427,2016,11,12
340000,u,S,Moreland City Council,2,13,1,1,-37.7071,144.9176,2016,11,12
596000,h,S,Moreland City Council,3,13,1,3,-37.6967,144.9313,2016,11,12
447500,h,S,Moreland City Council,3,13,1,1,-37.6949,144.9122,2016,10,15
588000,h,S,Moreland City Council,3,13,1,1,-37.7029,144.9053,2016,10,15
420000,h,PI,Moreland City Council,3,13,1,2,-37.7025,144.9504,2016,10,15
410000,u,SP,Moreland City Council,2,13,1,2,-37.7002,144.9428,2016,10,15
688000,h,S,Moreland City Council,3,13,1,4,-37.7022,144.924,2016,10,15
612500,h,S,Moreland City Council,3,13,2,3,-37.7006,144.9239,2016,10,15
525000,h,S,Moreland City Council,3,13,1,1,-37.6966,144.9331,2016,4,16
703000,h,S,Moreland City Council,3,13,1,4,-37.7021,144.9136,2016,9,17
608000,t,S,Moreland City Council,4,13,2,1,-37.7006,144.9299,2016,9,17
705000,h,PI,Moreland City Council,5,13,3,2,-37.7022,144.9054,2016,9,17
320500,u,S,Moreland City Council,2,13,1,1,-37.7042,144.9214,2016,9,17
577000,h,S,Moreland City Council,3,13,1,2,-37.7053,144.9372,2017,3,18
230000,u,PI,Moreland City Council,2,13,1,1,-37.702,144.9154,2017,3,18
607000,t,S,Moreland City Council,4,13,3,2,-37.7102,144.9112,2017,3,18
765500,h,S,Moreland City Council,3,13,2,2,-37.6955,144.9389,2016,6,18
470000,u,SP,Moreland City Council,3,13,1,2,-37.7098,144.9163,2016,6,18
482500,u,SP,Moreland City Council,3,13,1,1,-37.7083,144.9158,2016,6,18
580000,h,S,Moreland City Council,3,13,1,2,-37.7002,144.9408,2016,11,19
434500,t,S,Moreland City Council,2,13,1,1,-37.7042,144.9211,2016,11,19
620250,u,S,Moreland City Council,2,13,1,2,-37.7117,144.9135,2016,11,19
710000,h,S,Moreland City Council,3,13,1,1,-37.6955,144.9253,2016,11,19
630000,h,S,Moreland City Council,4,13,1,2,-37.7002,144.9232,2016,5,22
420000,t,SP,Moreland City Council,2,13,1,1,-37.7117,144.9348,2016,5,22
600000,h,S,Moreland City Council,3,13,1,4,-37.7051,144.9069,2016,5,22
550000,t,SP,Moreland City Council,3,13,2,2,-37.7073,144.9277,2016,8,22
460000,u,S,Moreland City Council,3,13,2,1,-37.6997,144.9367,2016,8,22
600000,h,SP,Moreland City Council,4,13,1,2,-37.6975,144.9065,2016,4,23
1217500,h,S,Moreland City Council,4,13,3,2,-37.7111,144.9275,2016,9,24
600000,h,SP,Moreland City Council,3,13,1,2,-37.7009,144.9291,2016,9,24
570000,h,PI,Moreland City Council,3,13,2,2,-37.6977,144.9071,2016,9,24
655000,h,SP,Moreland City Council,4,13,1,2,-37.6985,144.9441,2016,9,24
500000,h,SP,Moreland City Council,3,13,1,4,-37.695,144.9271,2017,2,25
762700,h,SP,Moreland City Council,3,13,1,4,-37.7097,144.9351,2017,2,25
465000,u,S,Moreland City Council,2,13,1,1,-37.7081,144.912,2017,2,25
741250,h,S,Moreland City Council,2,13,1,1,-37.7067,144.9331,2017,2,25
488500,t,S,Moreland City Council,2,13,2,1,-37.7072,144.9241,2016,6,27
787500,h,S,Moreland City Council,4,13,2,2,-37.7004,144.9411,2016,6,27
442000,u,S,Moreland City Council,2,13,1,1,-37.7076,144.9097,2016,6,27
1000000,h,PI,Moreland City Council,4,13,2,8,-37.7063,144.9273,2016,11,27
726335,h,S,Moreland City Council,2,13,1,2,-37.7072,144.938,2016,11,27
630000,h,S,Moreland City Council,4,13,2,2,-37.7005,144.9258,2016,11,27
670000,h,S,Moreland City Council,3,13,1,3,-37.6967,144.9116,2016,11,27
417000,h,S,Moreland City Council,2,13,1,1,-37.7074,144.9086,2016,11,27
600000,t,VB,Moreland City Council,3,13,1,2,-37.7047,144.9087,2016,11,27
440000,t,SP,Moreland City Council,3,13,2,1,-37.6952,144.9256,2016,5,28
501000,h,SP,Moreland City Council,3,13,1,1,-37.7119,144.9111,2016,5,28
660000,h,S,Moreland City Council,3,13,1,2,-37.7019,144.9225,2016,8,28
722000,h,S,Moreland City Council,3,13,1,3,-37.7048,144.9097,2016,8,28
270000,h,PI,Moreland City Council,2,13,1,1,-37.6972,144.9239,2016,7,30
825000,h,S,Moreland City Council,4,13,2,4,-37.6979,144.9377,2016,7,30
638000,h,S,Moreland City Council,4,13,2,1,-37.6969,144.9334,2016,7,30
631000,h,S,Moreland City Council,3,13.6,2,2,-37.709,144.8925,2016,9,3
532000,t,S,Moreland City Council,3,13.6,2,1,-37.7068,144.8963,2016,9,3
500000,h,S,Moreland City Council,3,13.6,2,1,-37.7071,144.8959,2017,3,4
504000,h,S,Moreland City Council,3,13.6,2,1,-37.709,144.8964,2016,8,6
468000,t,S,Moreland City Council,3,13.6,2,2,-37.7087,144.8962,2016,5,7
802500,h,S,Moreland City Council,4,13.6,2,2,-37.705,144.9004,2016,11,12
709000,h,PI,Moreland City Council,4,13.6,2,2,-37.7016,144.8974,2016,5,14
700000,h,SP,Moreland City Council,3,13.6,2,2,-37.7089,144.8927,2016,4,16
485000,h,S,Moreland City Council,3,13.6,2,1,-37.7076,144.8961,2016,4,16
540000,h,VB,Moreland City Council,3,13.6,2,1,-37.704,144.8989,2016,11,19
390000,h,PI,Moreland City Council,3,13.6,2,1,-37.7091,144.8958,2016,4,23
800000,h,S,Moreland City Council,4,13.6,2,2,-37.7062,144.8978,2016,7,26
525000,h,PI,Moreland City Council,3,13.6,2,1,-37.704,144.8984,2016,6,27
740000,h,SP,Moreland City Council,4,13.6,2,2,-37.7016,144.8974,2016,6,27
605000,h,PI,Moreland City Council,3,12.1,1,2,-37.711,144.9478,2016,9,3
685500,h,SP,Moreland City Council,3,12.1,1,2,-37.7076,144.9481,2016,9,3
610000,h,S,Moreland City Council,2,12.1,1,1,-37.7153,144.9507,2016,12,3
630000,h,S,Moreland City Council,3,12.1,1,1,-37.7124,144.9514,2016,12,3
870000,h,S,Moreland City Council,4,12.1,3,5,-37.7127,144.9489,2016,12,3
810000,h,S,Moreland City Council,3,12.1,2,2,-37.7149,144.9473,2017,3,4
840000,h,S,Moreland City Council,3,12.1,1,2,-37.7114,144.9378,2017,3,4
585000,h,S,Moreland City Council,5,12.1,2,1,-37.711,144.9481,2016,6,4
772500,h,S,Moreland City Council,4,12.1,2,2,-37.7116,144.9468,2016,6,4
465000,u,SP,Moreland City Council,3,12.1,1,1,-37.7068,144.9467,2016,6,4
719000,h,S,Moreland City Council,3,12.1,1,4,-37.7084,144.9412,2016,10,8
487000,u,SP,Moreland City Council,2,12.1,1,2,-37.7132,144.9488,2016,9,10
700000,h,S,Moreland City Council,4,12.1,2,2,-37.7056,144.9384,2016,9,10
600500,h,S,Moreland City Council,4,12.1,2,1,-37.7062,144.9387,2016,9,10
730000,h,S,Moreland City Council,3,12.1,1,2,-37.7106,144.9491,2016,12,10
800000,h,S,Moreland City Council,3,12.1,2,2,-37.7094,144.9377,2016,12,10
918000,h,S,Moreland City Council,4,12.1,2,2,-37.7123,144.9426,2017,2,11
750000,t,S,Moreland City Council,3,12.1,2,2,-37.715,144.9475,2016,6,12
740000,h,S,Moreland City Council,3,12.1,1,1,-37.7077,144.9438,2016,11,12
721000,h,S,Moreland City Council,3,12.1,1,3,-37.7098,144.9446,2016,11,12
646000,h,S,Moreland City Council,3,12.1,1,2,-37.7157,144.9507,2016,11,12
545000,h,S,Moreland City Council,3,12.1,2,3,-37.7073,144.9486,2016,11,12
770000,h,S,Moreland City Council,3,12.1,1,2,-37.705,144.9469,2016,11,12
777000,h,S,Moreland City Council,4,12.1,1,2,-37.704,144.9399,2016,8,13
722000,h,S,Moreland City Council,2,12.1,3,1,-37.7098,144.9424,2016,8,13
545000,h,SP,Moreland City Council,2,12.1,1,3,-37.7128,144.9471,2016,5,14
510000,t,PI,Moreland City Council,3,12.1,2,2,-37.707,144.9411,2016,4,16
542500,h,S,Moreland City Council,2,12.1,1,1,-37.7133,144.9436,2016,9,17
631500,h,S,Moreland City Council,3,12.1,1,3,-37.7133,144.947,2016,6,18
750074,h,SP,Moreland City Council,4,12.1,2,1,-37.7149,144.9474,2016,11,19
591000,h,S,Moreland City Council,3,12.1,1,1,-37.7079,144.9432,2016,5,22
550000,h,SP,Moreland City Council,3,12.1,1,3,-37.7107,144.9419,2016,5,22
330000,h,VB,Moreland City Council,2,12.1,1,1,-37.714,144.939,2016,5,22
800000,h,VB,Moreland City Council,5,12.1,2,1,-37.7091,144.9491,2016,4,23
725000,h,S,Moreland City Council,3,12.1,2,4,-37.7136,144.9374,2016,9,24
815000,h,S,Moreland City Council,4,12.1,2,2,-37.7083,144.9495,2017,2,25
715888,h,S,Moreland City Council,2,12.1,1,1,-37.7099,144.938,2017,2,25
650000,h,S,Moreland City Council,4,12.1,1,4,-37.7096,144.9404,2016,7,26
468000,t,S,Moreland City Council,2,12.1,1,1,-37.707,144.9413,2016,7,26
1102000,h,S,Moreland City Council,3,12.1,1,2,-37.709,144.9434,2016,11,27
515000,h,S,Moreland City Council,2,12.1,1,2,-37.7128,144.9496,2016,11,27
716000,h,S,Moreland City Council,3,12.1,1,2,-37.709,144.9483,2016,11,27
640000,h,SP,Moreland City Council,2,12.1,1,1,-37.7109,144.9389,2016,11,27
460000,h,S,Moreland City Council,2,12.1,1,4,-37.7074,144.9407,2016,11,27
895000,u,S,Bayside City Council,2,13.7,1,1,-37.9355,145.0008,2016,9,3
587000,u,S,Bayside City Council,2,13.7,1,1,-37.9419,145.0019,2016,9,3
2800000,h,S,Bayside City Council,4,13.7,3,2,-37.9419,145.0152,2016,9,3
720000,u,S,Bayside City Council,2,13.7,1,1,-37.9387,145.0063,2016,9,3
3250000,h,S,Bayside City Council,4,13.7,3,2,-37.9389,145.0062,2016,9,3
2140000,h,S,Bayside City Council,4,13.7,2,3,-37.9319,145.0173,2016,12,3
1600000,h,VB,Bayside City Council,4,13.7,2,2,-37.9324,145.0235,2016,12,3
2200000,t,VB,Bayside City Council,3,13.7,2,3,-37.9347,144.9963,2016,12,3
1003500,h,S,Bayside City Council,3,13.7,1,2,-37.9338,145.0226,2016,12,3
802000,u,SP,Bayside City Council,2,13.7,1,1,-37.939,145.0137,2016,12,3
1500000,t,VB,Bayside City Council,4,13.7,1,1,-37.9386,145.0055,2016,12,3
1686500,h,S,Bayside City Council,4,13.7,2,2,-37.9394,145.0099,2016,12,3
1400000,h,VB,Bayside City Council,5,13.7,2,2,-37.9361,145.0243,2017,3,4
1560000,h,PI,Bayside City Council,3,13.7,1,3,-37.9399,145.0204,2017,3,4
680000,u,VB,Bayside City Council,2,13.7,1,2,-37.939,145.0219,2017,3,4
1715000,h,S,Bayside City Council,3,13.7,1,2,-37.9358,145.018,2017,3,4
760000,u,S,Bayside City Council,2,13.7,1,1,-37.9389,145.0186,2016,8,6
616000,u,PI,Bayside City Council,2,13.7,1,1,-37.9373,145.0027,2016,8,6
1680000,h,S,Bayside City Council,4,13.7,1,1,-37.9437,145.0175,2016,8,6
2520000,h,S,Bayside City Council,5,13.7,4,2,-37.9438,145.0184,2016,8,6
890000,t,S,Bayside City Council,2,13.7,2,2,-37.9433,145.019,2016,5,7
1120000,h,S,Bayside City Council,3,13.7,2,3,-37.9395,145.0088,2016,5,7
3200000,h,VB,Bayside City Council,4,13.7,3,3,-37.9326,144.9997,2016,9,10
1250000,h,PI,Bayside City Council,4,13.7,3,2,-37.9381,145.0161,2016,9,10
2420000,h,S,Bayside City Council,4,13.7,3,2,-37.9333,144.9977,2016,9,10
2000000,h,PI,Bayside City Council,4,13.7,3,4,-37.9429,145.0072,2016,9,10
2880000,h,S,Bayside City Council,4,13.7,3,2,-37.9312,144.9997,2016,9,10
1805000,h,S,Bayside City Council,5,13.7,2,2,-37.9419,145.0156,2016,9,10
1460000,h,SP,Bayside City Council,4,13.7,2,2,-37.9356,145.0166,2016,12,10
1403000,h,S,Bayside City Council,3,13.7,1,2,-37.9428,145.0092,2016,12,10
1682000,h,S,Bayside City Council,3,13.7,1,1,-37.9365,145.022,2016,12,10
1875000,h,PI,Bayside City Council,4,13.7,2,3,-37.9412,145.0021,2017,2,11
2600000,h,S,Bayside City Council,4,13.7,1,2,-37.944,145.0015,2016,6,12
685000,u,PI,Bayside City Council,2,13.7,1,2,-37.9339,145.0023,2016,6,12
2400000,h,PI,Bayside City Council,4,13.7,2,2,-37.9323,145.0137,2016,11,12
3470000,h,SP,Bayside City Council,5,13.7,3,4,-37.9427,145.0085,2016,11,12
1615000,h,SA,Bayside City Council,2,13.7,1,1,-37.9348,145.0162,2016,11,12
1450000,h,S,Bayside City Council,4,13.7,2,3,-37.9341,145.02,2016,11,12
786000,u,S,Bayside City Council,2,13.7,1,1,-37.9379,145.0061,2016,8,13
742000,u,S,Bayside City Council,2,13.7,3,2,-37.9442,145.0016,2016,5,14
1050000,h,S,Bayside City Council,3,13.7,2,2,-37.9449,145.0144,2016,10,15
1690000,h,S,Bayside City Council,2,13.7,1,1,-37.9409,145.0001,2016,10,15
810000,u,S,Bayside City Council,3,13.7,1,1,-37.9396,145.0156,2016,10,15
1460000,h,S,Bayside City Council,3,13.7,2,2,-37.933,144.9975,2016,10,15
1620000,h,SP,Bayside City Council,3,13.7,1,2,-37.9359,145.017,2016,10,15
1420000,h,S,Bayside City Council,3,13.7,2,2,-37.9393,145.0226,2016,7,16
2400000,h,S,Bayside City Council,4,13.7,2,4,-37.9379,145.0067,2016,9,17
3075000,h,S,Bayside City Council,5,13.7,2,2,-37.9386,145.006,2016,9,17
3201000,h,S,Bayside City Council,5,13.7,3,2,-37.9416,145.0107,2017,3,18
875500,u,S,Bayside City Council,2,13.7,2,1,-37.9442,145.0018,2017,3,18
1400000,t,S,Bayside City Council,3,13.7,2,1,-37.9427,145.0084,2017,3,18
1457500,u,S,Bayside City Council,3,13.7,2,2,-37.9371,145.0035,2017,3,18
2600000,h,PI,Bayside City Council,5,13.7,4,2,-37.9332,145.0226,2017,3,18
1465000,h,S,Bayside City Council,2,13.7,1,2,-37.9323,145.0225,2017,3,18
1705000,h,PI,Bayside City Council,5,13.7,2,2,-37.946,145.0181,2016,6,18
1610000,h,S,Bayside City Council,3,13.7,1,2,-37.9419,145.01,2016,6,18
750000,u,PI,Bayside City Council,2,13.7,1,2,-37.9429,145.0049,2016,6,18
1320000,h,S,Bayside City Council,3,13.7,2,2,-37.9364,145.021,2016,6,18
896000,u,S,Bayside City Council,2,13.7,2,2,-37.9448,145.0186,2016,11,19
1450000,h,S,Bayside City Council,3,13.7,2,2,-37.9352,145.0009,2016,11,19
898000,u,S,Bayside City Council,2,13.7,1,1,-37.9344,145.004,2016,11,19
1515000,h,S,Bayside City Council,4,13.7,2,0,-37.9446,145.0201,2016,11,19
2980000,h,S,Bayside City Council,5,13.7,3,2,-37.9372,145.0101,2016,11,19
2200000,h,PI,Bayside City Council,4,13.7,3,4,-37.9336,144.9999,2016,4,23
500000,u,SP,Bayside City Council,1,13.7,1,1,-37.9414,145.0016,2016,9,24
1100000,t,S,Bayside City Council,3,13.7,2,1,-37.9391,145.012,2016,9,24
800000,u,SP,Bayside City Council,2,13.7,1,2,-37.9444,145.0231,2017,2,25
3325000,h,S,Bayside City Council,4,13.7,3,2,-37.9449,145.0068,2017,2,25
691000,u,S,Bayside City Council,2,13.7,1,1,-37.9392,145.0186,2017,2,25
450000,u,PI,Bayside City Council,2,13.7,2,1,-37.9462,145.0212,2017,2,25
738000,u,S,Bayside City Council,2,13.7,1,2,-37.9395,145.0001,2016,7,26
1140000,t,S,Bayside City Council,3,13.7,2,2,-37.9336,144.997,2016,7,26
500000,u,PI,Bayside City Council,2,13.7,1,1,-37.943600000000004,145.0027,2016,6,27
1460000,h,S,Bayside City Council,4,13.7,3,2,-37.9369,145.0163,2016,6,27
2800000,h,VB,Bayside City Council,4,13.7,3,2,-37.9345,145,2016,6,27
820000,t,VB,Bayside City Council,3,13.7,2,2,-37.9368,145.0242,2016,11,27
915500,t,S,Bayside City Council,2,13.7,2,1,-37.9431,145.0118,2016,11,27
1740000,h,S,Bayside City Council,4,13.7,3,2,-37.9401,145.0083,2016,11,27
2450000,h,S,Bayside City Council,1,13.7,2,0,-37.94,145.0151,2016,11,27
1800000,h,S,Bayside City Council,4,13.7,2,1,-37.9315,145.0109,2016,5,28
2160000,h,S,Bayside City Council,4,13.7,2,1,-37.9382,144.9997,2016,5,28
1800000,h,S,Bayside City Council,3,13.7,2,2,-37.9452,145.0113,2016,8,28
2439500,h,S,Bayside City Council,3,13.7,2,2,-37.9384,145.0002,2016,8,28
2250000,h,S,Bayside City Council,4,13.7,2,2,-37.9407,145.0104,2016,8,28
2130000,h,S,Bayside City Council,4,13.7,2,2,-37.9446,145.0092,2016,7,30
400000,u,S,Bayside City Council,2,14.5,1,1,-37.9367,145.0322,2017,3,4
952000,h,S,Bayside City Council,3,14.5,2,2,-37.9356,145.0268,2016,11,12
1255000,h,S,Bayside City Council,3,14.5,2,2,-37.9346,145.0302,2016,8,13
1020000,t,S,Bayside City Council,3,14.5,2,2,-37.9355,145.0257,2016,5,14
926000,h,S,Bayside City Council,3,14.5,2,2,-37.9431,145.0267,2016,6,18
1070000,h,S,Bayside City Council,3,14.5,1,3,-37.9428,145.0296,2016,11,19
801000,u,S,Bayside City Council,2,14.5,1,1,-37.9432,145.0348,2016,11,19
1150000,t,S,Bayside City Council,3,14.5,2,1,-37.9355,145.0276,2016,8,22
472000,u,S,Bayside City Council,2,14.5,1,1,-37.933,145.0322,2017,2,25
1471000,h,S,Bayside City Council,3,14.5,2,2,-37.9362,145.0339,2017,2,25
830000,h,PI,Bayside City Council,2,14.5,1,2,-37.9426,145.03,2016,6,27
1195000,h,S,Bayside City Council,3,14.5,1,2,-37.9386,145.0317,2016,11,27
1300000,h,S,Bayside City Council,3,14.5,2,2,-37.9431,145.0274,2016,5,28
1416000,h,S,Bayside City Council,4,14.5,2,2,-37.9343,145.0303,2016,8,28
1200000,h,S,Bayside City Council,4,14.5,2,2,-37.9405,145.0346,2016,8,28
865000,u,S,Bayside City Council,3,14.5,2,2,-37.9431,145.0347,2016,8,28
1650000,h,PI,Boroondara City Council,4,4.6,2,2,-37.8344,145.0422,2016,9,3
5100000,h,S,Boroondara City Council,3,4.6,2,3,-37.8332,145.0366,2016,12,3
2670000,h,S,Boroondara City Council,4,4.6,2,1,-37.8183,145.0371,2016,12,3
1480000,h,S,Boroondara City Council,3,4.6,1,0,-37.8157,145.0263,2016,12,3
348000,u,S,Boroondara City Council,1,4.6,1,1,-37.8303,145.0341,2016,12,3
320000,u,VB,Boroondara City Council,1,4.6,1,0,-37.8235,145.0258,2016,12,3
1189000,u,S,Boroondara City Council,3,4.6,1,1,-37.8243,145.0328,2016,12,3
610000,u,PI,Boroondara City Council,2,4.6,2,1,-37.8154,145.0369,2017,3,4
575000,u,S,Boroondara City Council,2,4.6,1,1,-37.8263,145.0257,2017,3,4
600000,u,S,Boroondara City Council,2,4.6,1,1,-37.816,145.0272,2017,3,4
492000,u,S,Boroondara City Council,1,4.6,1,1,-37.8299,145.0422,2017,3,4
891000,u,S,Boroondara City Council,2,4.6,1,1,-37.818600000000004,145.017,2016,6,4
806000,u,S,Boroondara City Council,2,4.6,1,1,-37.8249,145.0342,2016,6,4
1155000,h,S,Boroondara City Council,2,4.6,1,2,-37.8153,145.0231,2016,6,4
2000000,h,S,Boroondara City Council,3,4.6,2,1,-37.8155,145.019,2016,8,6
500000,u,VB,Boroondara City Council,2,4.6,1,1,-37.8287,145.035,2016,8,6
753000,u,S,Boroondara City Council,2,4.6,1,2,-37.818600000000004,145.017,2016,5,7
330000,u,PI,Boroondara City Council,1,4.6,1,1,-37.8177,145.0424,2016,5,7
1420000,h,S,Boroondara City Council,3,4.6,1,0,-37.8214,145.0437,2016,5,7
956000,u,S,Boroondara City Council,3,4.6,2,2,-37.8258,145.0446,2016,11,7
418000,u,S,Boroondara City Council,2,4.6,1,0,-37.8261,145.0349,2016,11,7
495000,u,S,Boroondara City Council,2,4.6,1,1,-37.8216,145.0343,2016,11,7
525000,u,S,Boroondara City Council,2,4.6,1,1,-37.8265,145.0257,2016,11,7
292000,u,S,Boroondara City Council,1,4.6,1,0,-37.8294,145.0382,2016,11,7
430000,u,S,Boroondara City Council,2,4.6,1,1,-37.8248,145.0282,2016,11,7
365000,u,PI,Boroondara City Council,1,4.6,1,1,-37.8272,145.0444,2016,10,8
580000,u,S,Boroondara City Council,2,4.6,1,1,-37.8143,145.0322,2016,10,8
